Expr1,month,year,RB5 ChlA,RB5 Cond,RB5 DO,RB5 NH4,RB5 NO2,RB5 NO3,RB5 pH,RB5 PP,RB5 PSiO2,RB5 SD,RB5 SRP,RB5 SRSi,RB5 SURP,RB5 Temp,RB5 TON,RB5 TP,RB5 TSi,RB5 TSP,Sl8 ChlA,Sl8 Cond,Sl8 DO,Sl8 NH4,Sl8 NO2,Sl8 NO3,Sl8 pH,Sl8 PP,Sl8 PSiO2,Sl8 SD,Sl8 SRP,Sl8 SRSi,Sl8 SURP,Sl8 Temp,Sl8 TON,Sl8 TP,Sl8 TSi,Sl8 TSP,Sl8 TSSiO2,Uns ChlA,Uns NO3,Uns SRP,Uns SRSi,Uns TP
25/3/1997,,,26.1,,,,,,,,,1.95,3.5,0.36,,7.9,,32.3,1.47,13.3,26.2,,,,,,,,,,3.9,0.71,,8,,28.3,2.04,14.3,,26.1,,3.5,0.36,32.3
1/4/1997,,,,,,,,,,,,,,,,,,,,,24.2,,,,,,,,,,3.2,0.79,,7.9,,33.3,2.3,11.5,,24.2,,3.2,0.79,33.3
8/4/1997,,,32.4,,,,,,,,,1.51,3.1,0.07,,8.7,,43.2,1.57,10.1,30.7,,,,,,,,,,3.1,0.37,,9.4,,30.7,1.83,10,,32.4,2.03,3.1,0.07,43.2
15/4/1997,,,,,,,,,,,,,,,,,,,,,30.2,,,,,,,,,,3.1,0.08,,9.8,,27.6,1.39,9.9,,30.2,2.28,3.1,0.08,27.6
22/4/1997,,,33.35,262,,,,2.35,8.57,,,1.41,3,0.08,,10.1,,33.1,1.66,8.5,34.05,,,,,2.36,8,,,,3.2,0.1,,10.1,,32.5,1.48,8,,33.7,2.35,3,0.08,33.1
29/4/1997,,,,,,,,,,,,,,,,,,,,,32.1,271,,,,,8.74,,,,4.1,0.59,,10.2,,39.6,2.29,11.3,,32.1,2.01,4.1,0.59,39.6
6/5/1997,,,36.2,,,,,2.06,8.1,,,1.25,3.8,0.15,,10.7,,36.2,1.82,12.6,30.6,,,,,2.53,8.1,,,,4.5,1.44,,8.7,,49.9,3.55,17,,36.4,2.06,3.8,0.15,36.2
13/5/1997,,,,,,,,,,,,,,,,,,,,,35.1,259,,,,,8.8,,,,3.9,0.12,,10.2,,39.9,1.85,12.9,,35.1,1.46,3.9,0.12,39.9
20/5/1997,,,34.55,264,96,,,1.78,8.23,,,1.34,4.7,0.13,,11.6,,40.5,1.76,10.8,35.5,,,,,1.76,8,,,,4,0.12,,11.3,,35.2,2.01,11.2,,33.8,1.78,4.7,0.13,40.5
27/5/1997,,,,,,,,,,,,,,,,,,,,,26.2,258,103,,,,8.52,,,,3.6,0.2,,13.1,,40.7,1.67,13.6,,26.2,,3.6,0.2,40.7
3/6/1997,,,30.5,260,104,,,1.65,8.89,,,1.19,3.7,0.09,,16.9,,64.6,1.61,15.2,28.35,,,,,1.68,8.3,,,,1.9,0.14,,15.6,,34.4,1.48,10.4,,30.8,1.65,3.7,0.09,64.6
10/6/1997,,,37.3,256,97,,,,9.22,,,1,2.8,0.36,,17.4,,39.3,1.56,10.4,30.8,,,,,,,,,,2,0.24,,18.1,,33.4,1.48,10.5,,37.3,1.35,2.8,0.36,39.3
17/6/1997,,,31.2,255,82,,,1.33,8.93,,,1.01,3.2,0.86,,16.4,,38.9,2.02,11,26,,,,,1.34,8.5,,,,2.5,0.72,,16.4,,34.1,1.84,10.8,,31.6,1.33,3.2,0.86,38.9
24/6/1997,,,21.1,254,115,,,,8.93,,,1.2,2.7,1.24,,15.7,,40.1,2.34,12.3,18.5,,,,,,,,,,2.3,1.17,,15.1,,34.2,2.15,11.4,,21.1,1.12,2.7,1.24,40.1
1/7/1997,,,19.1,260,108,,,1.12,8.44,,,1.37,3.8,1.73,,13.7,,48,2.83,13.2,25.55,,,,,0.99,8.4,,,,1.6,1.5,,13.1,,37,2.63,11.3,,18.9,1.12,3.8,1.73,48
8/7/1997,,,37.3,263,137,,,,8.96,,,1.25,3.3,2.19,,16.4,,37.9,3.02,15.9,25.8,,,,,,,,,,2.4,1.68,,17.7,,30,2.12,13.9,,37.3,0.6,3.3,2.19,37.9
15/7/1997,,,41.2,257,125,,,0.77,9.06,,,1.03,4.3,2.6,,17.8,,42.8,3.21,17.8,31.6,,,,,0.73,9.1,,,,2.9,2.53,,18.1,,34.6,3.14,15.6,,40.5,0.77,4.3,2.6,42.8
22/7/1997,,,54.5,253,142,,,0.49,9.38,,,0.75,2.7,3.11,,20.4,,49.6,3.87,17.8,31.6,258,124,,,0.56,9.11,,,,2.1,2.92,,18.7,,41.9,3.61,15.3,,52,0.49,2.7,3.11,49.6
29/7/1997,,,52.7,245,114,,,0.46,9.24,,,0.83,4.6,3.63,,18.9,,68.5,4.58,19.1,48.25,,,,,0.37,9.3,,,,3.8,3.09,,19.4,,54.8,4.17,21.2,,52.4,0.46,4.6,3.63,68.5
5/8/1997,,,42.05,256,96,,,0.31,9.04,,,1.19,13,4.2,,18,,89.3,5.14,39.5,27.9,252,98,,,0.27,9.04,,,,11.8,3.93,,17.4,,61.9,4.72,28.6,,44.1,0.31,13,4.2,89.3
12/8/1997,,,53.25,226,126,,,0.32,9.22,,,0.82,10.3,4.33,,20,,84.1,5.12,32.1,104.35,251,129,,,0.44,9.2,,,,13.4,4.28,,20.2,,155.1,4.85,33.4,,52.5,0.32,10.3,4.33,84.1
19/8/1997,,,68,251,104,,,0.03,9.43,,,0.93,18.4,4.85,,20.3,,112.4,5.8,36.3,65.8,252,97,,,0.07,9.27,,,,25.4,4.92,,20.3,,113.1,5.8,41.1,,66,0.03,18.4,4.85,112.4
26/8/1997,,,46.55,255,100,,,0.01,9.36,,,0.91,37.3,5.98,,18.9,,116.1,6.95,54.8,119.4,251,129,,,0.01,9.62,,,,24.6,5.95,,19,,174.4,6.85,49.7,,45.1,0.01,37.3,5.98,116.1
2/9/1997,,,54.1,253,80,,,0.05,8.93,,,0.71,50.8,7.69,,15.9,,141.3,7.95,70.9,44.95,254,76,,,0.05,8.82,,,,48.6,8.17,,16.2,,130.7,8.21,69.5,,56.2,0.05,50.8,7.69,141.3
9/9/1997,,,57.75,258,85,,,0.12,8.48,,,0.73,40.5,7.17,,14.3,,147.3,9.32,60.6,58.2,261,91,,,0.13,8.57,,,,37.4,7.24,,14,,145.2,9.54,59.6,,59.5,0.12,40.5,7.17,147.3
16/9/1997,,,51.3,,89,,,,8.91,,,0.88,29.2,7.01,,,,143.7,9.58,49.9,48.5,,89,,,,8.48,,,,23.1,6.91,,13.1,,127,9.93,43.4,,51.3,0.3,29.2,7.01,143.7
23/9/1997,,,38.85,250,117,,,0.28,8.78,,,1.18,19.4,7.51,,13.9,,98.9,8.97,44.8,12.65,273,91,,,0.11,8.12,,,,21.6,7.84,,13.6,,63.8,9.15,43.6,,28.7,0.28,19.4,7.51,98.9
30/9/1997,,,19.3,255,,,,,8.2,,,1.66,18.8,7.54,,13,,65,9.13,41.6,31,254,,,,,8.36,,,,17.2,7.49,,13,,64.6,9.02,42.9,,19.3,0.29,18.8,7.54,65
7/10/1997,,,26.4,259,,,,,8.28,,,1.8,14.6,7.16,,13,,63.5,9.18,31.6,24.8,261,,,,,8.89,,,,11.7,6.35,,13.5,,59.3,8.03,30.2,,26.4,,14.6,7.16,63.5
21/10/1997,,,,,,,,,,,,,,,,,,,,,60.6,271,,,,,8.5,,,,5,2.41,,9.5,,62.1,7.22,18.6,,60.6,0.39,5,2.41,62.1
28/10/1997,,,,,,,,,,,,,,,,,,,,,68.6,269,,,,,8.6,,,,3.5,0.06,,7.5,,58.6,4.15,20.8,,68.6,0.34,3.5,0.06,58.6
4/11/1997,,,68.35,270,,,,0.26,8.7,,,1.4,4.1,0.06,,8.1,,84,3.38,21,66.5,290,,,,0.25,8.72,,,,3.7,0.09,,8.2,,65.1,4.19,25,,62.7,0.26,4.1,0.06,84
11/11/1997,,,,,,,,,,,,,,,,,,,,,56.1,276,,,,,8.68,,,,4.3,0.12,,7.4,,69.6,3.87,20.7,,56.1,0.37,4.3,0.12,69.6
18/11/1997,,,55.6,,,,,0.4,7.9,,,1.5,3.6,0.05,,8.3,,78,3.74,19.9,48.8,272,88,,,,8.08,,,,2.8,0.08,,8.2,,59.1,2.93,20.1,,54.2,0.4,3.6,0.05,78
25/11/1997,,,,,,,,,,,,,,,,,,,,,48,272,112,,,,7.9,,,,4,0.09,,7.25,,55.1,3.1,18.9,,48,0.57,4,0.09,55.1
2/12/1997,,,44,,,,,1.56,7.8,,,,,,,,,,,,49.35,286,85,,,1.54,8.04,,,,3.5,0.99,,3,,68.9,4.62,15.6,,53.7,1.56,3.5,0.99,68.9
15/12/1997,,,54.9,273,,,,1.21,8.02,,,1.79,2.3,0.08,,5.3,,47.8,2.95,14.7,56.85,,93,,,1.35,7.8,,,,0.6,0.15,,5,,47.5,3.26,13.3,,52.8,1.21,2.3,0.08,47.8
6/1/1998,,,,,,,,,,,,,,,,,,,,,52.9,290,90,,,,7.11,,,,8.8,5.54,,2.5,,66.2,2.37,18.4,,52.9,,8.8,2.37,66.2
13/1/1998,,,60.3,270,91,,,2.65,7.98,,,1.2,4.5,1.05,,5,,64.7,4.62,17.9,59.7,295,91,,,2.58,8.03,,,,3.6,4.05,,4.9,,61.7,0.96,17.1,,60.3,2.65,4.5,1.14,64.7
27/1/1998,,,36.9,,110,,,2.88,,,,1.5,3.3,,,2.3,,48.3,,14.7,39.7,,,,,2.78,,,,,3.3,3.43,,,,53.3,0.73,14.1,,36.9,2.88,3.3,0.78,48.3
10/2/1998,,,,,,,,2.94,,,,,,,,,,,,,54.7,,,,,3.16,,,,,3.7,4.75,,5.4,,54.5,0.89,15.1,,54.7,2.94,3.7,0.89,54.5
24/2/1998,,,61.3,290,102.5,,,3.06,8.32,,,1.14,2.6,,,7.7,,46.1,,17.2,58.9,,,,,3.26,,,,,2.9,4.45,,8.2,,59,0.92,26.9,,61.3,3.06,2.6,0.07,46.1
10/3/1998,,,54.2,,111,,,3.13,,,,1.24,2.8,,,4.1,,49.1,,16.5,52.7,,,,,2.98,,,,,2.9,2.29,,4.2,,42.2,0.07,16,,54.2,3.13,2.8,0.2,49.1
24/3/1998,,,53.7,275,109,,,2.98,8.62,,,1.31,3.7,,,7.1,,44.2,,12.2,49.4,,,,,2.94,,,,,2.6,2.45,,7.3,,38.3,0.07,12,,53.7,2.98,3.7,0.05,44.2
31/3/1998,,,46,274,83,,,,8.42,,,1.14,3.4,,,8.5,,47.4,,21.2,32.4,271,71,,,,7.95,,,,5.6,3.66,,8.7,,50.5,1.85,22.9,,46,,3.4,0.06,47.4
7/4/1998,,,48.8,,,,,,,,,1.06,1.9,,,6.9,,45.5,,15.7,48.9,265,62,,,,7.86,,,,2,2.69,,7,,55.5,0.06,14.1,,48.8,,1.9,0.16,45.5
14/4/1998,,,57.2,267,90,,,,8.21,,,0.97,6.8,0.01,,5.1,,61.7,3.18,15.5,51.6,,,,,,,,,,6.5,2.88,,5,,56,0.01,13.3,,57.2,,6.8,0.01,61.7
21/4/1998,,,51.3,265,100,,,3.14,8.72,,,1.2,7.3,0.01,,7.7,,50.2,2.67,15.1,53.1,264,94,,,3,8.55,,,,11.1,2.65,,6.3,,41.1,0.01,16.9,,51.3,3.14,7.3,0.02,50.2
28/4/1998,,,44,255,102,,,,8.85,,,1.05,6.4,0.02,,10.8,,39.8,2.26,23.8,41,255,102,,,,8.75,,,,4.4,2.11,,10.2,,52.3,0.03,17.6,,44,,6.4,0.04,39.8
5/5/1998,,,35.8,261,96,,,2.82,8.41,,,1.17,3.8,0.03,,11.1,,34.9,1.9,15.2,30.5,266,99,,,2.78,8.45,,,,4.5,1.95,,10.6,,35.6,0.16,17.3,,35.8,2.82,3.8,0.05,34.9
13/5/1998,,,23.9,258,95,,,,8.45,,,1.47,3.6,0.04,,12,,39.5,1.45,14.5,23.5,257,95,,,,8.28,,,,3.9,1.3,,11.8,,31.7,0.03,13.8,,23.9,,3.6,0.13,39.5
19/5/1998,,,6.1,270,97,,,2.59,8.29,,,2.31,3.5,0.24,,16,,23,1.18,17.1,7.2,258,94,,,2.49,8.09,,,,2.8,0.91,,14.9,,19.2,0.14,15.1,,6.1,2.59,3.5,0.22,23
26/5/1998,,,,,,,,,,,,,,,,,,,,,8.7,258,90,,,,9.31,,,,3.3,0.81,,13.5,,25.3,0.41,14.4,,8.7,,3.3,0.41,25.3
2/6/1998,,,22.7,260,99,,,2.34,8.5,,,1.89,3.1,0.84,,10.9,,30.2,1.48,17.4,15.4,266,105,,,2.24,8.62,,,,2.7,1.35,,11.3,,36.2,0.79,17,,22.7,2.34,3.1,0.92,30.2
9/6/1998,,,11.3,287,95,,,,8.18,,,2.63,3.6,1.02,,12.6,,26.5,1.47,16.1,10.4,285,95,,,,8.29,,,,2.7,1.43,,12.9,,24.9,0.99,15.5,,11.3,,3.6,1,26.5
16/6/1998,,,16.3,280,91,,,2.07,8.6,,,2.2,3.5,1.1,,13.5,,25.4,1.64,13.9,12.7,276,114,,,1.94,8.78,,,,2.1,1.48,,13.6,,22.6,0.98,13,,16.3,2.07,3.5,1.22,25.4
23/6/1998,,,22,284,99,,,,8.85,,,1.68,2,1.37,,16,,28.7,1.88,12.5,20.3,284,115,,,,9,,,,2.4,1.95,,16.6,,26.7,1.36,13.7,,22,,2,1.42,28.7
30/6/1998,,,29.5,257,114,,,,8.95,,,1.48,1.6,1.8,,16.1,,32.7,2.35,11.3,27.2,267,117,,,,8.93,,,,1.9,2.44,,15.5,,33.9,1.95,13.6,,29.5,,1.6,1.84,32.7
7/7/1998,,,35.7,251,101,,,,9.12,,,1.24,1.6,2.26,,16.6,,32.8,2.82,10.5,30.6,244,97,,,,9.32,,,,1.5,2.78,,16.4,,32,2.08,12.1,,35.7,,1.6,2.32,32.8
14/7/1998,,,43.6,239,93,,,0.97,9.18,,,1,1.8,2.73,,15.3,,47.4,3.48,12.4,36,236,106,,,1.14,9.36,,,,2,4.48,,15.2,,45.8,3.32,13,,43.6,0.97,1.8,2.77,47.4
21/7/1998,,,40.8,230,97,,,,9.2,,,1,4.7,3.33,,15.7,,39.4,4.1,13.8,36.1,232,100,,,,9.23,,,,4.2,3.93,,15.9,,39.1,3.2,13.6,,40.8,,4.7,3.33,39.4
28/7/1998,,,39.4,233,95,,,,9.3,,,0.9,4.1,3.81,,15.7,,44.8,4.66,15.5,26.4,234,94,,,,9.35,,,,4.9,4.35,,16,,39.1,3.63,17.9,,39.4,,4.1,3.81,44.8
4/8/1998,,,34.1,246,83,,,,9.08,,,1.07,4.6,4.31,,16.6,,51.7,5.3,14.8,33.9,,,,,,,,,,4.7,5.94,,,,51.6,3.98,15.2,,34.1,,4.6,4.31,51.7
11/8/1998,,,54.8,230,125,,,,9.49,,,0.58,5.7,4.63,,18.1,,64,5.53,22.6,94,232,114,,,,9.07,,,,5.3,5.23,,18.2,,79.7,4.51,21.1,,54.8,,5.7,4.63,64
18/8/1998,,,41.6,234,98,,,,8.54,,,1.01,12.4,4.99,,15.5,,75.2,6.04,33.1,,,,,,,,,,,,,,,,,,,,41.6,,12.4,4.99,75.2
25/8/1998,,,52.2,255,,,,,9.1,,,0.95,4.3,5.04,,14.7,,66.9,5.97,18.3,49.5,271,,,,,8.61,,,,4.6,5.71,,14.6,,66.6,4.83,17.5,,52.2,,4.3,5.04,66.9
8/9/1998,,,23.3,,,,,,8.59,,,0.87,5.6,3.89,,16.2,,91.7,5.66,18.3,20.7,,,,,,,,,,6.9,5.58,,16.1,,105.5,4.07,18.9,,23.3,,5.6,3.89,91.7
22/9/1998,,,,,,,,,,,,,,,,,,,,,61.3,,,,,,,,,,4.3,3.65,,,,65.6,1,21.9,,61.3,,4.3,1,65.6
29/9/1998,,,50.6,,82,,,,7.8,,,1.19,5.6,2.43,,13.7,,53.1,4.05,19.8,48.8,,89,,,,7.9,,,,6.4,3.9,,13.8,,50.3,2.39,20.5,,50.6,,5.6,2.43,53.1
6/10/1998,,,43.6,259,83,,,,7.85,,,1.17,6.1,3.06,,11,,66.3,4.73,20.9,40.9,270,83,,,,7.85,,,,6,4.41,,11.3,,62.8,2.88,23,,43.6,,6.1,3.06,66.3
13/10/1998,,,53.4,273,87,,,,7.86,,,1.08,3.5,3.14,,9.8,,61.9,5.1,21.3,51.5,264,93,,,,8.03,,,,4.5,5.4,,9.5,,66,3.3,21.3,,53.4,,3.5,3.14,61.9
20/10/1998,,,51.8,246,79,,,,,,,1.03,3.6,3.45,,7,,72.9,5.37,20.5,51.2,252,83,,,,,,,,8.9,5.07,,6.6,,71.2,3.53,21.1,,51.8,,3.6,3.45,72.9
3/11/1998,,,49.4,241,99,,,,7.8,,,0.89,5.3,4.38,,5,,87.9,6.98,24.1,43.9,245,102,,,,8.21,,,,4.2,5.61,,5.2,,63.1,4.36,24.9,,49.4,,5.3,4.38,87.9
17/11/1998,,,55.5,246,84,,,,8.07,,,0.97,5.8,4.32,,4.6,,71.3,6.21,25,55.6,251,86,,,,8.08,,,,2.9,6.54,,3.7,,66.1,4.59,20.1,,55.5,,5.8,4.32,71.3
1/12/1998,,,,,,,,,,,,,,,,,,,,,68.5,241,93,,,,8.16,,,,2.1,5.83,,5.3,,52.8,3.55,19.7,,68.5,,2.1,3.55,52.8
8/12/1998,,,70,244,93,,,,7.83,,,1.13,2.7,3.3,,3.6,,73.9,6.59,18.6,71.7,254,92,,,,7.98,,,,1.9,6.89,,3.2,,54,3.12,16.2,,70,,2.7,3.3,73.9
5/1/1999,,,,221,89,,,,,,,,,,,,,,,,104.6,247,90,,,1.53,7.8,,,,3,1.31,,3.7,,111,9.16,18.2,,104.6,1.53,3,1.31,111
12/1/1999,,,77.9,258,88,,,1.15,7.98,,,1.04,4.3,1.39,,2.7,,69.5,6.13,18.7,81.7,269,,,,,8.21,,,,3.2,0.62,,1.7,,60.2,5.56,16.8,,77.9,1.15,4.3,1.39,69.5
2/2/1999,,,90.4,253,103,,,1.18,8.16,,,1.07,3,0.06,,3.2,,57.6,4.91,17.4,,,,,,,,,,,,,,,,,,,,90.4,1.18,3,0.06,57.6
9/2/1999,,,,,,,,,,,,,,,,,,,,,66.2,289,80,,,2.34,8.18,,,,6.4,3.93,,0.4,,82.1,9.08,17.6,,66.2,2.34,6.4,,82.1
23/2/1999,,,64.2,248,91,,,1.18,8.34,,,1.03,3.4,0.13,,2.8,,55.9,3.57,16.8,57.9,255,92,,,,8.11,,,,4.6,2.08,,2.3,,77.7,5.88,19.1,,64.2,1.18,3.4,0.13,55.9
9/3/1999,,,66.6,241,85,,,1.17,8.27,,,1,3.1,0.11,,3.3,,58,3.32,17.2,65.5,243,85,,,,8.35,,,,2.3,0.11,,3.2,,60.1,3.16,15.2,,66.6,1.17,3.1,0.11,58
23/3/1999,,,69.9,242,96,,,1.13,8.5,,,1.04,3.1,0.08,,6.4,,64.2,2.59,17.5,50.7,254,96,,,,8.55,,,,3.2,1.29,,7,,53.6,3.4,16.1,,69.9,1.13,3.1,0.08,64.2
31/3/1999,,,,230,100,,,,,,,,,,,,,,,,56.9,241,103,,,1.75,8.75,,,,2.5,0.13,,7.5,,48,2.33,16.7,,56.9,1.75,2.5,0.13,48
6/4/1999,,,57.1,240,100,,,0.99,8.35,,,1.05,3,0.09,,9,,50.7,2.58,17.7,58.4,244,101,,,,8.23,,,,3,0.1,,9.4,,53.1,3.56,17.1,,57.1,0.99,3,0.09,50.7
14/4/1999,,,72.4,248,106,,,1.26,8.69,,,0.8,2.6,0.08,,8.5,,50.7,2.87,15.8,63.7,250,116,,,,8.65,,,,2.1,0.1,,7.7,,47.4,2.91,14.7,,72.4,1.26,2.6,0.08,50.7
20/4/1999,,,,254,71,,,,,,,,,,,,,,,,63.5,251,75,,,0.64,8.64,,,,1.8,0.06,,7.3,,52.9,2.6,12.4,,63.5,0.64,1.8,0.06,52.9
27/4/1999,,,62.2,249,112,,,1.09,8.74,,,0.83,2.2,0.06,,11.5,,58.1,2.65,13.5,59.4,250,107,,,,8.6,,,,1.6,0.04,,9.8,,47,2.48,13.7,,62.2,1.09,2.2,0.06,58.1
5/5/1999,,,48.7,245,94,,,0.67,8.88,,,0.8,3.9,0.14,,13.1,,47.2,2.58,14.7,56.5,247,97,,,,8.63,,,,4.4,0.12,,12,,49.6,2.39,14.2,,48.7,0.67,3.9,0.14,47.2
11/5/1999,,,53.9,248,103,,,0.94,8.4,,,1.03,3.4,0.08,,12,,49.9,2.74,15,55.7,254,98,,,,8.35,,,,3.6,0.1,,11.9,,51.8,2.48,15.4,,53.9,0.94,3.4,0.08,49.9
18/5/1999,,,60.4,244,117,,,0.6,8.87,,,0.86,3.3,0.07,,12.5,,48.1,2.51,15.1,55,246,109,,,,8.78,,,,2.9,0.06,,12.8,,45.3,2.39,14.5,,60.4,0.6,3.3,0.07,48.1
25/5/1999,,,76.8,246,91,,,0.52,8.75,,,0.88,2.4,0.07,,12.4,,66.1,3.32,13.8,52.8,257,99,,,,8.75,,,,2.6,0.45,,11.1,,64.2,2.86,14.7,,76.8,0.52,2.4,0.07,66.1
1/6/1999,,,67.9,245,101,,,0.45,8.68,,,0.77,3.2,0.1,,13.3,,56.8,2.59,17.6,50.1,247,108,,,,8.81,,,,2.7,0.31,,13.6,,46.5,2.37,13.8,,67.9,0.45,3.2,0.1,56.8
8/6/1999,,,59.1,244,103,,,0.57,8.72,,,0.82,2.4,0.49,,13.6,,51.5,2.52,14.8,50.9,245,115,,,,8.88,,,,1.9,0.31,,13.8,,46.7,2.06,14.4,,59.1,0.57,2.4,0.49,51.5
15/6/1999,,,47.1,245,93,,,0.33,8.67,,,0.9,2.4,1.14,,14.6,,48.8,2.5,16.2,37.7,263,105,,,,8.91,,,,3.3,1.12,,14.8,,41.8,2.33,16.7,,47.1,0.32,2.4,1.14,48.8
22/6/1999,,,32.9,248,90,,,0.67,8.34,,,0.92,2.7,2.49,,15.1,,47.5,3.46,16.3,33.1,265,92,,,,8.45,,,,2.6,2.2,,14.5,,69,3.38,16.7,,32.9,0.67,2.7,2.49,47.5
29/6/1999,,,13.1,250,73,,,0.28,7.85,,,1.34,7.6,3.49,,16.6,,53,4.13,24.4,13.4,248,91,,,,8.2,,,,5.2,3.17,,16.3,,45.1,3.89,20.9,,13.1,0.28,7.6,3.49,53
6/7/1999,,,12.3,250,88,,,0.67,7.86,,,2,17.6,4.15,,17.8,,52.9,4.74,38.1,19.4,249,94,,,,8.1,,,,21,3.68,,18.1,,62.5,4.24,41,,12.3,0.67,17.6,4.15,52.9
13/7/1999,,,28.1,249,100,,,0.4,8.16,,,1.4,11.5,4.24,,20.6,,58.5,4.71,32.1,75.3,247,123,,,,8.65,,,,8.9,3.39,,20.6,,71.4,4.7,28,,28.1,0.4,11.5,4.24,58.5
20/7/1999,,,24.3,245,81,,,0.28,7.73,,,1.63,14.7,4.41,,16.9,,58.9,5.2,30.9,23.4,244,80,,,,7.87,,,,12.7,4.25,,17,,50.3,4.81,29.2,,24.3,0.28,14.7,4.41,58.9
27/7/1999,,,70.7,245,126,,,0.15,8.85,,,1.19,4.2,3.58,,18.8,,77,5.3,24.2,58.2,240,143,,,,9.1,,,,2.9,3.11,,19,,99.8,4.12,23.7,,70.7,0.15,4.2,3.58,77
3/8/1999,,,55.4,240,110,,,0.05,8.93,,,1.06,2.9,3.02,,19.6,,68,4.62,21.8,51.6,243,106,,,,,,,,2.8,2.82,,18.9,,67,4.84,20.5,,55.4,0.05,2.9,3.02,68
10/8/1999,,,54.5,242,88,,,0.05,8.37,,,1.18,7.2,3.38,,15.4,,96,4.93,27.8,47.5,242,88,,,,8.37,,,,5.9,3.16,,15.7,,83,4.67,26.8,,54.5,0.05,7.2,3.38,96
17/8/1999,,,50.6,248,92,,,0.08,8.37,,,1.13,4.9,3.47,,15.8,,92.5,4.82,25.4,45.8,247,100,,,,8.56,,,,3.7,3.26,,15.8,,75.3,4.43,26.3,,50.6,0.08,4.9,3.47,92.5
24/8/1999,,,32,249,117,,,0.03,8.61,,,1.26,3,3.87,,15.5,,71.8,4.96,27.1,27,249,102,,,,8.25,,,,2.4,3.85,,14.6,,72.5,5.25,23.9,,32,0.03,3,3.87,71.8
1/9/1999,,,34.4,252,87,,,0.1,7.82,,,1.4,4.4,4.72,,15.8,,73,5.64,19.3,,,,,,,,,,,,,,,,,,,,34.4,0.1,4.4,4.72,73
7/9/1999,,,27.4,253,85,,,0.05,7.82,,,1.32,3.7,5.54,,17.4,,61.9,6.14,21.4,23.8,255,96,,,,8.24,,,,3.1,5.46,,18.1,,55.5,6.01,20.1,,27.4,0.05,3.7,5.54,61.9
14/9/1999,,,29.3,255,81,,,0.08,7.71,,,1.37,4.5,6.68,,15,,78.5,7.4,21.5,27.4,254,88,,,,7.83,,,,3.1,6.66,,15,,70.4,7.29,18.7,,29.3,0.08,4.5,6.68,78.5
21/9/1999,,,43.7,250,108,,,0.3,7.7,,,0.89,4.8,7.45,,14.5,,106.3,9.39,25.2,36.6,252,106,,,,7.8,,,,2.5,7.18,,14.5,,80,8.34,19.2,,43.7,0.3,4.8,7.45,106.3
28/9/1999,,,40.9,248,98,,,0.03,7.87,,,1.05,2.5,8.2,,13.6,,79.5,8.82,18.9,35.4,253,93,,,,7.8,,,,1.9,8.13,,13.9,,79.4,8.79,19,,40.9,0.03,2.5,8.2,79.5
5/10/1999,,,39.2,252,93,,,0.05,8.11,,,0.96,2.2,8.63,,10.8,,79.1,9.32,18.6,41.4,255,95,,,,8.29,,,,1.5,8.68,,10.4,,75.8,9.37,17.7,,39.2,0.05,2.2,8.63,79.1
12/10/1999,,,,263,95,,,,,,,,,,,,,,,,36.3,268,103,,,0.3,8.31,,,,1.8,8.27,,9.3,,79.8,9.21,17.2,,36.3,0.3,1.8,8.27,79.8
19/10/1999,,,32.6,253,95,,,0.08,7.91,,,0.9,1.4,9.39,,9.4,,97,10.14,17.1,39,254,97,,,,8.1,,,,1.5,9.46,,9.5,,88.5,10.11,16.3,,32.6,0.08,1.4,9.39,97
27/10/1999,,,38.8,251,90,,,0.1,7.56,,,0.85,1.4,9.62,,9.5,,99.8,10.44,17.1,37.1,259,94,,,,7.72,,,,2.3,9.48,,9.5,,84.4,10.24,17.2,,38.8,0.1,1.4,9.62,99.8
2/11/1999,,,43.5,252,90,,,0.15,7.84,,,0.88,2.4,9.83,,8.8,,114.2,11.1,18.4,42.1,262,96,,,,8.18,,,,2.3,9.5,,7.5,,93.5,10.75,16.8,,43.5,0.15,2.4,9.83,114.2
16/11/1999,,,32.7,249,88,,,0.25,7.75,,,0.93,1.7,10.07,,6.9,,100.9,10.85,16.3,37.4,251,88,,,,7.72,,,,0.8,10.03,,6.5,,93.7,10.77,14.9,,32.7,0.25,1.7,10.07,100.9
1/12/1999,,,38.3,244,101,,,0.55,7.85,,,0.69,3.9,10.1,,6,,125.8,10.93,17.7,,,,,,,,,,,,,,,,,,,,38.3,0.55,3.9,10.1,125.8
15/12/1999,,,28,242,81,,,,7.63,,,0.95,3.5,9.66,,2.2,,126.5,9.81,16.4,23.9,256,83,,,,7.53,,,,5.4,9.93,,1.5,,85.3,10.04,19.4,,28,,3.5,9.66,126.5
29/12/1999,,,,,,,,,,,,,,,,,,,,,29.3,250,90,,,,7.72,,,,3.8,9.58,,1.1,,84.5,9.8,17.3,,29.3,,3.8,9.58,84.5
12/1/2000,,,,,,,,,,,,,,,,,,,,,28.8,255,103,,,,7.6,,,,4.3,9.62,,3.9,,82.1,9.87,18.6,,28.8,,4.3,9.62,82.1
26/1/2000,,,,,,,,,,,,,,,,,,,,,23.1,260,105,,,,8.08,,,,2.8,9.67,,1.5,,57,10.41,16.7,,23.1,2.27,2.8,9.67,57
